NodeA,NodeB,Type
31458329,Java,useLanguage
8913949,Java,useLanguage
8913949,java,useLanguage
19137566,Java,useLanguage
19137566,java,useLanguage
19137566,css,useLanguage
19137566,javascript,useLanguage
19137566,html,useLanguage
1055,JavaScript,useLanguage
1055,javascript,useLanguage
1055,makefile,useLanguage
30147619,Objective-C,useLanguage
1060,Objective-C,useLanguage
1060,objective-c,useLanguage
1060,javascript,useLanguage
1060,c++,useLanguage
1060,d,useLanguage
1060,c,useLanguage
1060,shell,useLanguage
17302563,JavaScript,useLanguage
17302563,javascript,useLanguage
17302563,python,useLanguage
28050470,TeX,useLanguage
7603237,Java,useLanguage
1065,Python,useLanguage
18089004,HTML,useLanguage
1070,JavaScript,useLanguage
1070,javascript,useLanguage
1070,php,useLanguage
1070,html,useLanguage
1070,css,useLanguage
1070,makefile,useLanguage
263216,Java,useLanguage
263216,java,useLanguage
10486835,Objective-C,useLanguage
30409782,Java,useLanguage
31196214,Java,useLanguage
1081,JavaScript,useLanguage
1081,javascript,useLanguage
1088,C,useLanguage
17302594,Java,useLanguage
17302594,java,useLanguage
17302594,perl,useLanguage
17302594,perl6,useLanguage
17302594,shell,useLanguage
17302594,python,useLanguage
17302594,ruby,useLanguage
17302594,batchfile,useLanguage
17302594,html,useLanguage
17302594,groovy,useLanguage
